,review,projects,tenure,satisfaction,avg_hrs_month
3853,Top 40%,Top 20%,Top 40%,Bottom 20%,Top 30%
3854,Top 5%,Bottom 40%,Bottom 5%,Bottom 5%,Bottom 10%
3855,Top 20%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
3856,Top 10%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 10%
3857,Top 5%,Bottom 5%,Bottom 20%,Bottom 20%,Bottom 20%
3858,Top 10%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%
3859,Top 20%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 40%
3860,Top 10%,Bottom 40%,Bottom 10%,Top 50%,Bottom 20%
3861,Top 10%,Top 20%,Bottom 40%,Bottom 30%,Bottom 40%
3862,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 10%
3863,Top 10%,Top 20%,Bottom 5%,Top 30%,Bottom 5%
3864,Top 5%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 20%
3865,Top 20%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%
3866,Top 5%,Top 20%,Bottom 20%,Bottom 5%,Bottom 20%
3867,Top 20%,Top 20%,Bottom 40%,Bottom 20%,Bottom 30%
3868,Top 30%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 20%
3869,Top 10%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 20%
3870,Top 10%,Bottom 40%,Bottom 20%,Bottom 50%,Bottom 10%
3871,Top 10%,Top 20%,Bottom 40%,Bottom 20%,Bottom 50%
3872,Bottom 50%,Bottom 40%,Top 40%,Bottom 40%,Top 40%
3873,Top 10%,Bottom 30%,Bottom 20%,Bottom 30%,Bottom 10%
3874,Top 10%,Top 20%,Bottom 20%,Bottom 30%,Bottom 20%
3875,Top 10%,Bottom 40%,Top 40%,Bottom 5%,Top 40%
3876,Top 10%,Bottom 40%,Top 20%,Bottom 5%,Top 20%
3877,Top 30%,Bottom 5%,Top 40%,Bottom 10%,Top 40%
3878,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 50%
3879,Top 40%,Top 10%,Bottom 10%,Top 10%,Bottom 10%
3880,Top 50%,Bottom 5%,Bottom 40%,Bottom 50%,Bottom 40%
3881,Top 10%,Bottom 40%,Top 40%,Bottom 10%,Bottom 50%
3882,Top 5%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%
3883,Top 5%,Top 5%,Bottom 10%,Bottom 20%,Bottom 10%
3884,Top 5%,Top 20%,Bottom 5%,Bottom 30%,Bottom 5%
3885,Top 30%,Bottom 40%,Bottom 10%,Bottom 40%,Bottom 20%
3886,Bottom 50%,Top 20%,Bottom 40%,Bottom 50%,Bottom 50%
3887,Top 5%,Bottom 40%,Bottom 5%,Top 50%,Bottom 5%
3888,Top 30%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%
3889,Top 5%,Bottom 40%,Bottom 10%,Bottom 10%,Bottom 10%
3890,Top 10%,Bottom 40%,Bottom 10%,Bottom 40%,Bottom 20%
3891,Top 10%,Bottom 40%,Bottom 10%,Bottom 20%,Bottom 20%
3892,Top 5%,Top 20%,Bottom 5%,Bottom 30%,Bottom 10%
3893,Top 40%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 40%
3894,Top 20%,Bottom 40%,Top 40%,Bottom 10%,Top 50%
3895,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
3896,Top 10%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 50%
3897,Bottom 20%,Bottom 40%,Top 20%,Bottom 30%,Top 20%
3898,Top 10%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 20%
3899,Top 40%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 50%
3900,Top 20%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 50%
3901,Top 5%,Top 20%,Bottom 10%,Bottom 10%,Bottom 10%
3902,Top 20%,Bottom 5%,Bottom 40%,Top 40%,Bottom 30%
3903,Top 40%,Bottom 5%,Top 40%,Top 40%,Bottom 50%
3904,Top 40%,Bottom 40%,Top 40%,Bottom 30%,Bottom 50%
3905,Top 40%,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%
3906,Top 10%,Top 20%,Bottom 5%,Top 20%,Bottom 5%
3907,Top 30%,Bottom 30%,Top 40%,Bottom 10%,Top 40%
3908,Top 50%,Bottom 40%,Top 40%,Bottom 20%,Top 30%
3909,Top 10%,Top 20%,Bottom 20%,Bottom 40%,Bottom 10%
3910,Top 30%,Top 10%,Bottom 40%,Top 40%,Bottom 40%
3911,Top 40%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
3912,Top 50%,Bottom 40%,Top 5%,Bottom 5%,Top 5%
3913,Bottom 40%,Bottom 40%,Top 40%,Bottom 20%,Top 50%
3914,Top 5%,Top 20%,Bottom 20%,Bottom 20%,Bottom 10%
3915,Top 10%,Bottom 40%,Top 40%,Bottom 5%,Top 30%
3916,Top 30%,Bottom 40%,Top 40%,Bottom 20%,Top 50%
3917,Top 10%,Bottom 40%,Bottom 20%,Top 50%,Bottom 10%
3918,Top 5%,Top 20%,Bottom 10%,Bottom 10%,Bottom 20%
3919,Top 30%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
3920,Top 5%,Bottom 40%,Bottom 5%,Bottom 40%,Bottom 5%
3921,Top 5%,Bottom 30%,Bottom 20%,Bottom 30%,Bottom 20%
3922,Top 10%,Top 20%,Bottom 40%,Bottom 10%,Bottom 50%
3923,Top 30%,Top 20%,Top 40%,Bottom 10%,Top 30%
3924,Top 50%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
3925,Top 40%,Top 20%,Top 20%,Bottom 5%,Top 20%
3926,Top 5%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 10%
3927,Top 10%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%
3928,Top 10%,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%
3929,Top 5%,Top 20%,Bottom 20%,Bottom 5%,Bottom 10%
3930,Top 5%,Bottom 40%,Bottom 5%,Bottom 10%,Bottom 5%
3931,Top 10%,Top 10%,Bottom 10%,Bottom 20%,Bottom 10%
3932,Top 30%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
3933,Top 5%,Top 20%,Bottom 10%,Bottom 40%,Bottom 5%
3934,Top 50%,Bottom 40%,Top 5%,Bottom 5%,Top 10%
3935,Top 5%,Top 20%,Bottom 20%,Bottom 10%,Bottom 20%
3936,Top 40%,Top 20%,Top 5%,Bottom 5%,Top 5%
3937,Top 30%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 40%
3938,Top 5%,Bottom 40%,Bottom 20%,Top 50%,Bottom 20%
3939,Top 10%,Bottom 40%,Bottom 40%,Top 50%,Bottom 30%
3940,Top 5%,Bottom 40%,Bottom 10%,Bottom 20%,Bottom 10%
3941,Top 30%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 30%
3942,Top 10%,Bottom 5%,Bottom 20%,Bottom 30%,Bottom 10%
3943,Top 5%,Bottom 40%,Bottom 5%,Top 30%,Bottom 5%
3944,Top 5%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 20%
3945,Top 50%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
3946,Top 40%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 50%
3947,Top 5%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%
3948,Top 30%,Bottom 40%,Top 20%,Bottom 20%,Top 20%
3949,Top 10%,Bottom 40%,Bottom 30%,Bottom 20%,Bottom 40%
3950,Top 10%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 50%
3951,Top 10%,Top 20%,Bottom 5%,Bottom 50%,Bottom 5%
3952,Top 20%,Top 20%,Bottom 20%,Bottom 40%,Bottom 10%
3953,Top 20%,Bottom 40%,Top 40%,Bottom 5%,Top 50%
3954,Top 5%,Bottom 40%,Bottom 5%,Bottom 20%,Bottom 10%
3955,Bottom 30%,Bottom 40%,Top 20%,Bottom 40%,Top 20%
3956,Top 20%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 20%
3957,Top 10%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 10%
3958,Top 5%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
3959,Top 10%,Top 20%,Bottom 10%,Top 30%,Bottom 20%
3960,Top 10%,Bottom 40%,Bottom 10%,Bottom 40%,Bottom 10%
3961,Top 10%,Bottom 40%,Top 40%,Bottom 20%,Top 50%
3962,Top 10%,Bottom 40%,Bottom 5%,Bottom 40%,Bottom 5%
3963,Top 20%,Top 10%,Bottom 40%,Bottom 30%,Bottom 40%
3964,Top 40%,Top 10%,Bottom 40%,Bottom 40%,Bottom 50%
3965,Top 40%,Top 20%,Top 40%,Bottom 20%,Top 40%
3966,Top 5%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
3967,Top 5%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 10%
3968,Top 10%,Top 5%,Bottom 10%,Bottom 10%,Bottom 10%
3969,Top 10%,Bottom 40%,Top 40%,Bottom 20%,Top 50%
3970,Top 10%,Bottom 40%,Bottom 5%,Bottom 30%,Bottom 10%
3971,Top 30%,Top 20%,Top 40%,Bottom 5%,Top 40%
3972,Top 5%,Top 20%,Bottom 20%,Bottom 20%,Bottom 10%
3973,Top 20%,Bottom 40%,Bottom 20%,Bottom 50%,Bottom 10%
3974,Top 10%,Top 20%,Bottom 20%,Bottom 30%,Bottom 10%
3975,Top 10%,Top 20%,Top 40%,Bottom 30%,Top 40%
3976,Top 20%,Bottom 40%,Top 20%,Bottom 10%,Top 10%
3977,Top 20%,Top 20%,Bottom 20%,Top 30%,Bottom 10%
3978,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%,Bottom 20%
3979,Top 20%,Bottom 40%,Bottom 40%,Top 30%,Bottom 30%
3980,Top 20%,Top 20%,Bottom 40%,Bottom 50%,Bottom 20%
3981,Top 10%,Bottom 40%,Bottom 20%,Bottom 30%,Bottom 20%
3982,Top 10%,Bottom 40%,Bottom 20%,Bottom 30%,Bottom 30%
3983,Top 10%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%
3984,Top 5%,Bottom 40%,Bottom 5%,Bottom 20%,Bottom 5%
3985,Top 10%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%
3986,Top 20%,Bottom 40%,Bottom 40%,Top 50%,Bottom 30%
3987,Top 30%,Top 20%,Bottom 5%,Top 40%,Bottom 5%
3988,Top 50%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 50%
3989,Top 5%,Bottom 40%,Bottom 5%,Bottom 30%,Bottom 5%
3990,Top 5%,Bottom 40%,Bottom 5%,Bottom 30%,Bottom 5%
3991,Top 50%,Top 20%,Top 40%,Bottom 30%,Bottom 50%
3992,Top 10%,Top 20%,Bottom 40%,Bottom 5%,Bottom 40%
3993,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,Top 20%
3994,Top 20%,Bottom 40%,Top 20%,Bottom 5%,Top 10%
3995,Top 5%,Bottom 40%,Bottom 5%,Bottom 30%,Bottom 5%
3996,Top 20%,Bottom 40%,Bottom 10%,Bottom 50%,Bottom 10%
3997,Bottom 30%,Bottom 40%,Top 40%,Bottom 30%,Top 40%
3998,Top 40%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 30%
3999,Top 5%,Bottom 40%,Bottom 20%,Bottom 5%,Bottom 20%
4000,Bottom 30%,Bottom 5%,Bottom 40%,Top 40%,Bottom 30%
4001,Top 40%,Top 20%,Bottom 40%,Bottom 50%,Top 50%
4002,Top 30%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 40%
4003,Top 10%,Top 20%,Bottom 5%,Bottom 20%,Bottom 5%
4004,Top 5%,Bottom 40%,Bottom 5%,Bottom 50%,Bottom 5%
4005,Top 5%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%
4006,Top 5%,Bottom 40%,Bottom 5%,Bottom 10%,Bottom 5%
4007,Top 5%,Top 20%,Bottom 5%,Bottom 20%,Bottom 10%
4008,Top 5%,Bottom 40%,Bottom 5%,Bottom 5%,Bottom 10%
4009,Top 5%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 10%
4010,Top 5%,Bottom 5%,Bottom 5%,Bottom 30%,Bottom 5%
4011,Top 5%,Bottom 5%,Bottom 20%,Bottom 10%,Bottom 20%
4012,Top 5%,Bottom 40%,Bottom 5%,Bottom 20%,Bottom 5%
4013,Top 5%,Bottom 40%,Bottom 10%,Bottom 10%,Bottom 20%
4014,Top 30%,Top 10%,Bottom 40%,Top 40%,Bottom 30%
4015,Top 40%,Bottom 5%,Top 40%,Bottom 20%,Top 20%
4016,Top 5%,Top 20%,Bottom 20%,Bottom 40%,Bottom 20%
4017,Top 20%,Top 20%,Bottom 10%,Bottom 40%,Bottom 10%
4018,Top 20%,Top 20%,Bottom 40%,Top 30%,Bottom 40%
4019,Top 5%,Top 20%,Bottom 5%,Bottom 40%,Bottom 5%
4020,Top 5%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 20%
4021,Top 10%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%
4022,Top 20%,Bottom 40%,Bottom 10%,Top 40%,Bottom 20%
4023,Top 30%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 40%
4024,Top 10%,Bottom 40%,Bottom 20%,Bottom 30%,Bottom 10%
4025,Top 5%,Bottom 40%,Bottom 10%,Bottom 30%,Bottom 10%
4026,Top 10%,Top 20%,Bottom 10%,Bottom 30%,Bottom 20%
4027,Top 20%,Top 20%,Bottom 20%,Bottom 20%,Bottom 30%
4028,Top 20%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 40%
4029,Top 20%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 30%
4030,Top 40%,Top 20%,Bottom 40%,Top 50%,Bottom 50%
4031,Top 40%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 40%
4032,Bottom 40%,Top 20%,Bottom 40%,Top 30%,Bottom 50%
4033,Top 10%,Top 20%,Bottom 20%,Bottom 40%,Bottom 20%
4034,Top 5%,Bottom 40%,Bottom 5%,Bottom 30%,Bottom 5%
4035,Top 10%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%
4036,Top 40%,Top 20%,Bottom 40%,Bottom 30%,Top 50%
4037,Top 5%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%
4038,Top 5%,Top 20%,Bottom 10%,Bottom 20%,Bottom 10%
4039,Top 10%,Bottom 40%,Bottom 20%,Top 50%,Bottom 10%
4040,Top 20%,Bottom 40%,Top 40%,Bottom 20%,Top 40%
4041,Top 10%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 20%
4042,Top 5%,Top 20%,Bottom 20%,Bottom 5%,Bottom 10%
4043,Top 10%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 10%
4044,Top 10%,Bottom 40%,Bottom 20%,Bottom 30%,Bottom 20%
4045,Top 10%,Top 20%,Bottom 10%,Bottom 30%,Bottom 10%
4046,Top 10%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 30%
4047,Bottom 50%,Bottom 40%,Bottom 40%,Top 50%,Bottom 30%
4048,Top 20%,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%
4049,Bottom 20%,Bottom 40%,Top 40%,Top 40%,Top 40%
4050,Top 10%,Top 20%,Bottom 40%,Bottom 10%,Bottom 40%
4051,Top 10%,Top 20%,Bottom 20%,Bottom 20%,Bottom 20%
4052,Top 5%,Top 20%,Bottom 10%,Bottom 40%,Bottom 10%
4053,Top 5%,Bottom 40%,Bottom 5%,Bottom 40%,Bottom 5%
4054,Top 10%,Top 20%,Bottom 20%,Bottom 30%,Bottom 20%
4055,Top 5%,Top 20%,Bottom 5%,Top 40%,Bottom 5%
4056,Top 10%,Bottom 40%,Bottom 30%,Bottom 20%,Bottom 40%
4057,Top 10%,Top 20%,Bottom 40%,Bottom 30%,Bottom 30%
4058,Top 5%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 20%
4059,Top 10%,Top 20%,Bottom 20%,Bottom 30%,Bottom 10%
4060,Top 10%,Bottom 40%,Bottom 20%,Bottom 30%,Bottom 10%
4061,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%,Top 40%
4062,Top 10%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 30%
4063,Top 10%,Bottom 40%,Bottom 10%,Bottom 30%,Bottom 20%
4064,Top 5%,Top 20%,Bottom 5%,Bottom 20%,Bottom 5%
4065,Top 20%,Bottom 30%,Bottom 40%,Top 50%,Bottom 30%
4066,Top 40%,Bottom 40%,Bottom 20%,Bottom 50%,Bottom 10%
4067,Top 20%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 20%
4068,Bottom 30%,Bottom 40%,Top 20%,Bottom 40%,Top 20%
4069,Top 20%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 50%
4070,Top 20%,Top 20%,Top 40%,Bottom 10%,Top 40%
4071,Top 10%,Top 20%,Bottom 10%,Bottom 20%,Bottom 10%
4072,Top 5%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%
4073,Top 5%,Bottom 40%,Bottom 10%,Bottom 20%,Bottom 10%
4074,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 40%
4075,Top 5%,Top 20%,Bottom 10%,Bottom 30%,Bottom 10%
4076,Bottom 50%,Bottom 5%,Bottom 40%,Top 20%,Bottom 40%
4077,Top 30%,Top 20%,Bottom 40%,Bottom 30%,Top 50%
4078,Top 40%,Bottom 40%,Top 40%,Top 40%,Top 40%
4079,Top 50%,Top 20%,Top 40%,Bottom 30%,Top 50%
4080,Top 5%,Top 5%,Bottom 20%,Bottom 20%,Bottom 10%
4081,Top 10%,Bottom 40%,Bottom 5%,Bottom 30%,Bottom 5%
4082,Top 10%,Bottom 30%,Bottom 20%,Top 50%,Bottom 10%
4083,Top 20%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 40%
4084,Top 5%,Top 20%,Bottom 40%,Bottom 10%,Bottom 40%
4085,Top 30%,Bottom 40%,Bottom 20%,Bottom 50%,Bottom 20%
4086,Top 10%,Top 20%,Bottom 20%,Bottom 30%,Bottom 20%
4087,Top 10%,Top 10%,Bottom 10%,Bottom 30%,Bottom 20%
4088,Top 10%,Top 20%,Bottom 40%,Bottom 30%,Bottom 30%
4089,Top 5%,Top 20%,Bottom 5%,Bottom 30%,Bottom 5%
4090,Top 10%,Top 20%,Bottom 5%,Top 40%,Bottom 5%
4091,Top 20%,Bottom 40%,Bottom 40%,Top 40%,Bottom 20%
4092,Top 5%,Bottom 40%,Bottom 5%,Bottom 10%,Bottom 5%
4093,Top 10%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 30%
4094,Top 20%,Top 20%,Top 40%,Bottom 10%,Top 40%
4095,Top 40%,Bottom 40%,Top 40%,Bottom 10%,Top 30%
4096,Top 10%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%
4097,Top 5%,Bottom 40%,Bottom 5%,Bottom 30%,Bottom 5%
4098,Top 5%,Bottom 40%,Bottom 5%,Top 30%,Bottom 5%
4099,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 40%
4100,Top 5%,Bottom 40%,Bottom 10%,Bottom 20%,Bottom 20%
4101,Top 5%,Bottom 30%,Bottom 20%,Bottom 5%,Bottom 10%
4102,Top 20%,Top 20%,Top 40%,Bottom 20%,Top 40%
4103,Top 10%,Bottom 40%,Bottom 20%,Bottom 50%,Bottom 10%
4104,Top 5%,Top 20%,Bottom 30%,Bottom 30%,Bottom 30%
4105,Bottom 20%,Bottom 40%,Bottom 40%,Top 50%,Bottom 50%
4106,Top 5%,Bottom 30%,Bottom 40%,Bottom 40%,Bottom 40%
4107,Top 10%,Bottom 40%,Bottom 10%,Top 20%,Bottom 10%
4108,Top 5%,Bottom 5%,Bottom 40%,Bottom 10%,Bottom 40%
4109,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
4110,Top 10%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 30%
4111,Top 5%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 20%
4112,Top 40%,Bottom 40%,Bottom 20%,Top 40%,Bottom 10%
4113,Top 30%,Bottom 40%,Bottom 20%,Top 30%,Bottom 10%
4114,Top 10%,Top 20%,Bottom 40%,Bottom 5%,Bottom 30%
4115,Top 40%,Bottom 5%,Top 40%,Bottom 30%,Top 50%
4116,Top 10%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%
4117,Bottom 10%,Bottom 40%,Top 40%,Top 20%,Top 40%
4118,Top 30%,Top 20%,Bottom 20%,Top 40%,Bottom 20%
4119,Top 5%,Bottom 40%,Bottom 20%,Bottom 30%,Bottom 10%
4120,Top 5%,Top 20%,Bottom 40%,Bottom 20%,Bottom 30%
4121,Top 5%,Bottom 5%,Bottom 20%,Bottom 10%,Bottom 10%
4122,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%,Top 30%
4123,Top 5%,Top 10%,Bottom 20%,Top 40%,Bottom 20%
4124,Top 30%,Top 20%,Bottom 10%,Bottom 40%,Bottom 20%
4125,Top 10%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%
4126,Top 30%,Bottom 5%,Bottom 20%,Top 40%,Bottom 20%
4127,Top 10%,Bottom 5%,Top 40%,Bottom 10%,Top 50%
4128,Top 20%,Top 20%,Top 40%,Bottom 20%,Top 50%
4129,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
4130,Bottom 50%,Bottom 40%,Top 40%,Bottom 30%,Top 50%
4131,Top 30%,Bottom 40%,Bottom 20%,Top 50%,Bottom 20%
4132,Top 10%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 10%
4133,Top 5%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%
4134,Top 10%,Bottom 40%,Bottom 10%,Bottom 40%,Bottom 10%
4135,Top 30%,Bottom 40%,Bottom 20%,Bottom 30%,Bottom 20%
4136,Top 10%,Bottom 40%,Bottom 10%,Bottom 30%,Bottom 20%
4137,Top 10%,Bottom 40%,Top 40%,Bottom 5%,Top 30%
4138,Top 20%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 50%
4139,Top 10%,Bottom 10%,Bottom 10%,Bottom 40%,Bottom 5%
4140,Top 10%,Bottom 40%,Bottom 20%,Top 40%,Bottom 20%
4141,Top 5%,Top 10%,Bottom 40%,Bottom 5%,Bottom 40%
4142,Top 20%,Bottom 40%,Bottom 20%,Bottom 50%,Bottom 20%
4143,Top 20%,Bottom 5%,Bottom 40%,Bottom 30%,Bottom 50%
4144,Top 10%,Top 20%,Bottom 40%,Bottom 30%,Bottom 40%
4145,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
4146,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%,Bottom 30%
4147,Top 10%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 30%
4148,Bottom 50%,Top 20%,Top 40%,Bottom 20%,Top 40%
4149,Top 10%,Bottom 5%,Bottom 5%,Bottom 40%,Bottom 5%
4150,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
4151,Top 50%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
4152,Top 10%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 20%
4153,Top 20%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 40%
4154,Top 50%,Bottom 40%,Bottom 40%,Top 40%,Bottom 40%
4155,Top 5%,Bottom 40%,Bottom 5%,Bottom 20%,Bottom 5%
4156,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 50%
4157,Top 5%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 10%
4158,Top 10%,Bottom 40%,Bottom 10%,Bottom 30%,Bottom 10%
4159,Top 20%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 30%
4160,Top 20%,Top 20%,Bottom 5%,Top 40%,Bottom 5%
4161,Top 30%,Top 10%,Bottom 40%,Bottom 10%,Bottom 40%
4162,Top 5%,Bottom 40%,Bottom 5%,Bottom 20%,Bottom 5%
4163,Top 20%,Top 20%,Bottom 40%,Bottom 50%,Bottom 40%
4164,Top 10%,Top 20%,Bottom 5%,Bottom 50%,Bottom 5%
4165,Top 10%,Bottom 40%,Top 40%,Bottom 5%,Top 50%
4166,Top 10%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 20%
4167,Top 20%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%
4168,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 40%
4169,Top 10%,Bottom 40%,Top 40%,Bottom 10%,Top 50%
4170,Top 50%,Bottom 40%,Bottom 40%,Bottom 50%,Bottom 50%
4171,Top 10%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 30%
4172,Top 10%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%
4173,Top 40%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 50%
4174,Top 5%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 10%
4175,Top 30%,Bottom 5%,Bottom 40%,Bottom 30%,Bottom 50%
4176,Top 5%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
4177,Top 40%,Top 20%,Bottom 40%,Bottom 30%,Bottom 50%
4178,Top 5%,Top 20%,Bottom 20%,Bottom 20%,Bottom 20%
4179,Top 10%,Bottom 40%,Bottom 10%,Bottom 40%,Bottom 10%
4180,Top 5%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%
4181,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 30%
4182,Top 10%,Bottom 5%,Bottom 40%,Bottom 30%,Bottom 40%
4183,Top 30%,Bottom 30%,Bottom 40%,Bottom 40%,Bottom 40%
4184,Top 10%,Bottom 40%,Bottom 40%,Bottom 40%,Bottom 40%
4185,Top 20%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 50%
4186,Top 10%,Bottom 40%,Bottom 10%,Bottom 30%,Bottom 10%
4187,Top 10%,Bottom 40%,Bottom 10%,Bottom 30%,Bottom 10%
4188,Top 10%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 50%
4189,Top 10%,Top 20%,Bottom 20%,Bottom 30%,Bottom 20%
4190,Top 20%,Top 20%,Bottom 40%,Bottom 20%,Bottom 30%
4191,Top 30%,Top 20%,Top 40%,Bottom 10%,Top 40%
4192,Top 5%,Bottom 40%,Bottom 5%,Bottom 10%,Bottom 5%
4193,Top 40%,Bottom 40%,Top 40%,Bottom 10%,Top 40%
4194,Bottom 10%,Top 20%,Top 20%,Top 40%,Top 30%
4195,Top 10%,Bottom 40%,Top 40%,Bottom 20%,Top 50%
4196,Top 20%,Bottom 40%,Bottom 20%,Top 50%,Bottom 30%
4197,Bottom 40%,Bottom 40%,Top 40%,Top 50%,Top 40%
4198,Top 50%,Top 20%,Bottom 40%,Bottom 50%,Bottom 30%
4199,Top 5%,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%
4200,Top 20%,Bottom 40%,Bottom 40%,Bottom 30%,Bottom 40%
4201,Top 5%,Bottom 40%,Bottom 20%,Bottom 20%,Bottom 10%
4202,Top 5%,Bottom 5%,Bottom 20%,Bottom 20%,Bottom 20%
4203,Top 5%,Top 20%,Bottom 10%,Bottom 50%,Bottom 10%
4204,Top 10%,Bottom 40%,Bottom 20%,Bottom 10%,Bottom 20%
4205,Top 10%,Top 20%,Bottom 10%,Bottom 10%,Bottom 10%
4206,Top 10%,Bottom 40%,Bottom 5%,Bottom 40%,Bottom 5%
