,review,projects,tenure,satisfaction,avg_hrs_month,emp_ID
5503,Bottom 40%,Bottom 40%,Top 40%,Bottom 10%,Top 50%,5503
5504,Top 20%,Top 20%,Top 5%,Top 50%,Top 10%,5504
5505,Bottom 40%,Bottom 40%,Top 5%,Top 50%,Top 10%,5505
5506,Top 50%,Bottom 40%,Top 20%,Bottom 50%,Top 20%,5506
5507,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,Top 20%,5507
5508,Bottom 40%,Top 20%,Top 20%,Bottom 20%,Top 20%,5508
5509,Top 30%,Bottom 40%,Top 10%,Bottom 40%,Top 20%,5509
5510,Top 40%,Bottom 40%,Top 5%,Top 30%,Top 10%,5510
5511,Top 5%,Bottom 40%,Top 40%,Bottom 10%,Top 40%,5511
5512,Top 20%,Top 5%,Bottom 20%,Bottom 10%,Bottom 20%,5512
5513,Top 30%,Top 20%,Top 5%,Top 30%,Top 5%,5513
5514,Top 10%,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%,5514
5515,Bottom 30%,Bottom 40%,Top 40%,Bottom 5%,Top 40%,5515
5516,Bottom 20%,Top 20%,Top 40%,Bottom 5%,Top 40%,5516
5517,Bottom 30%,Top 20%,Bottom 40%,Bottom 30%,Bottom 50%,5517
5518,Top 50%,Bottom 5%,Top 40%,Bottom 20%,Top 40%,5518
5519,Bottom 40%,Top 20%,Top 5%,Bottom 30%,Top 10%,5519
5520,Bottom 20%,Top 20%,Top 20%,Bottom 30%,Top 20%,5520
5521,Bottom 10%,Bottom 40%,Bottom 5%,Bottom 5%,Bottom 5%,5521
5522,Bottom 20%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%,5522
5523,Top 30%,Bottom 40%,Top 40%,Bottom 10%,Top 50%,5523
5524,Top 10%,Top 20%,Top 5%,Bottom 30%,Top 10%,5524
5525,Top 30%,Top 20%,Top 20%,Bottom 40%,Top 10%,5525
5526,Bottom 50%,Bottom 40%,Top 20%,Bottom 20%,Top 30%,5526
5527,Top 40%,Bottom 40%,Top 20%,Bottom 40%,Top 20%,5527
5528,Top 20%,Bottom 40%,Top 20%,Bottom 30%,Top 10%,5528
5529,Bottom 10%,Top 20%,Top 5%,Bottom 30%,Top 10%,5529
5530,Top 20%,Bottom 40%,Top 40%,Bottom 30%,Top 30%,5530
5531,Top 10%,Top 20%,Top 20%,Bottom 40%,Top 20%,5531
5532,Top 30%,Top 20%,Top 20%,Top 50%,Top 20%,5532
5533,Bottom 30%,Top 20%,Top 10%,Top 40%,Top 5%,5533
5534,Bottom 50%,Top 20%,Top 5%,Top 5%,Top 5%,5534
5535,Bottom 10%,Bottom 40%,Top 20%,Bottom 40%,Top 10%,5535
5536,Top 10%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%,5536
5537,Top 40%,Top 10%,Top 10%,Bottom 20%,Top 10%,5537
5538,Bottom 20%,Top 20%,Top 20%,Bottom 20%,Top 10%,5538
5539,Bottom 20%,Top 20%,Top 40%,Bottom 5%,Top 50%,5539
5540,Bottom 20%,Bottom 40%,Top 20%,Bottom 20%,Top 10%,5540
5541,Top 10%,Bottom 40%,Top 5%,Top 20%,Top 5%,5541
5542,Top 10%,Bottom 40%,Top 20%,Bottom 20%,Top 30%,5542
5543,Bottom 5%,Bottom 40%,Top 20%,Bottom 30%,Top 20%,5543
5544,Bottom 50%,Bottom 40%,Top 10%,Top 40%,Top 10%,5544
5545,Top 10%,Top 20%,Bottom 10%,Bottom 5%,Bottom 10%,5545
5546,Top 50%,Bottom 40%,Top 5%,Bottom 40%,Top 5%,5546
5547,Bottom 30%,Top 20%,Top 40%,Bottom 20%,Top 30%,5547
5548,Top 30%,Bottom 40%,Top 40%,Bottom 20%,Top 40%,5548
5549,Bottom 10%,Bottom 40%,Top 40%,Bottom 20%,Top 30%,5549
5550,Bottom 30%,Top 20%,Top 10%,Bottom 20%,Top 20%,5550
5551,Top 30%,Top 20%,Top 40%,Bottom 10%,Top 50%,5551
5552,Top 20%,Top 20%,Top 5%,Top 30%,Top 5%,5552
5553,Top 10%,Bottom 40%,Top 20%,Bottom 40%,Top 30%,5553
5554,Bottom 30%,Top 20%,Top 40%,Bottom 20%,Top 40%,5554
5555,Bottom 20%,Bottom 40%,Top 20%,Bottom 50%,Top 10%,5555
5556,Bottom 30%,Bottom 40%,Top 5%,Top 10%,Top 5%,5556
5557,Bottom 5%,Top 20%,Top 20%,Bottom 30%,Top 30%,5557
5558,Bottom 30%,Top 20%,Top 5%,Top 40%,Top 5%,5558
5559,Bottom 30%,Bottom 40%,Top 40%,Bottom 30%,Top 30%,5559
5560,Bottom 10%,Bottom 40%,Top 20%,Bottom 20%,Top 10%,5560
5561,Bottom 50%,Top 20%,Top 5%,Top 40%,Top 10%,5561
5562,Top 10%,Bottom 40%,Top 20%,Bottom 40%,Top 20%,5562
5563,Top 20%,Bottom 40%,Top 20%,Bottom 10%,Top 30%,5563
5564,Bottom 40%,Top 20%,Top 5%,Top 30%,Top 5%,5564
5565,Top 30%,Bottom 40%,Top 5%,Top 30%,Top 5%,5565
5566,Top 40%,Top 20%,Top 20%,Bottom 10%,Top 20%,5566
5567,Bottom 20%,Bottom 40%,Top 20%,Top 40%,Top 10%,5567
5568,Bottom 20%,Bottom 40%,Top 40%,Bottom 40%,Top 40%,5568
5569,Bottom 20%,Top 20%,Top 20%,Bottom 40%,Top 10%,5569
5570,Bottom 50%,Bottom 40%,Top 20%,Bottom 40%,Top 30%,5570
5571,Bottom 20%,Bottom 40%,Top 5%,Top 40%,Top 5%,5571
5572,Top 40%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 40%,5572
5573,Bottom 10%,Bottom 40%,Top 40%,Bottom 20%,Top 40%,5573
5574,Bottom 20%,Top 20%,Bottom 20%,Bottom 5%,Bottom 20%,5574
5575,Bottom 5%,Bottom 40%,Top 40%,Bottom 10%,Top 50%,5575
5576,Top 40%,Bottom 40%,Top 40%,Bottom 20%,Top 50%,5576
5577,Top 5%,Bottom 40%,Top 40%,Bottom 10%,Top 50%,5577
5578,Bottom 20%,Bottom 40%,Top 10%,Top 40%,Top 10%,5578
5579,Top 50%,Bottom 40%,Top 20%,Bottom 40%,Top 20%,5579
5580,Top 20%,Bottom 5%,Bottom 40%,Bottom 5%,Bottom 50%,5580
5581,Bottom 20%,Top 20%,Top 40%,Bottom 5%,Top 40%,5581
5582,Bottom 20%,Bottom 40%,Top 20%,Bottom 40%,Top 10%,5582
5583,Top 50%,Bottom 40%,Top 5%,Bottom 50%,Top 10%,5583
5584,Bottom 20%,Top 20%,Top 40%,Bottom 10%,Top 40%,5584
5585,Bottom 5%,Bottom 40%,Top 10%,Bottom 40%,Top 5%,5585
5586,Bottom 10%,Top 20%,Top 20%,Top 50%,Top 20%,5586
5587,Bottom 10%,Top 20%,Top 20%,Bottom 5%,Top 10%,5587
5588,Top 40%,Top 20%,Top 20%,Bottom 20%,Top 30%,5588
5589,Top 20%,Top 5%,Bottom 5%,Bottom 5%,Bottom 5%,5589
5590,Top 20%,Top 20%,Top 20%,Bottom 5%,Top 20%,5590
5591,Bottom 30%,Bottom 40%,Top 10%,Top 30%,Top 5%,5591
5592,Top 20%,Bottom 40%,Top 40%,Bottom 10%,Top 40%,5592
5593,Bottom 10%,Top 10%,Bottom 40%,Bottom 5%,Bottom 50%,5593
5594,Top 20%,Top 20%,Bottom 40%,Bottom 20%,Bottom 50%,5594
5595,Top 20%,Bottom 40%,Top 40%,Bottom 20%,Top 40%,5595
5596,Bottom 10%,Bottom 40%,Top 10%,Top 40%,Top 10%,5596
5597,Top 40%,Bottom 40%,Top 5%,Top 40%,Top 5%,5597
5598,Top 40%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%,5598
5599,Top 10%,Bottom 40%,Top 40%,Bottom 10%,Top 40%,5599
5600,Top 30%,Bottom 40%,Top 20%,Top 40%,Top 10%,5600
5601,Top 30%,Bottom 5%,Top 5%,Bottom 30%,Top 10%,5601
5602,Bottom 40%,Top 20%,Top 20%,Bottom 30%,Top 10%,5602
5603,Bottom 30%,Bottom 40%,Top 5%,Bottom 50%,Top 5%,5603
5604,Bottom 5%,Top 20%,Top 20%,Bottom 30%,Top 30%,5604
5605,Bottom 10%,Top 20%,Bottom 40%,Bottom 30%,Bottom 50%,5605
5606,Top 30%,Bottom 5%,Top 20%,Bottom 30%,Top 20%,5606
5607,Top 50%,Bottom 40%,Top 20%,Bottom 40%,Top 10%,5607
5608,Top 20%,Bottom 40%,Top 20%,Bottom 40%,Top 10%,5608
5609,Bottom 20%,Top 20%,Bottom 20%,Bottom 10%,Bottom 10%,5609
5610,Top 30%,Bottom 40%,Top 40%,Bottom 40%,Top 30%,5610
5611,Top 10%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%,5611
5612,Bottom 40%,Top 20%,Top 40%,Top 50%,Top 20%,5612
5613,Top 40%,Top 20%,Top 5%,Top 30%,Top 5%,5613
5614,Bottom 30%,Top 10%,Bottom 20%,Bottom 20%,Bottom 20%,5614
5615,Bottom 5%,Bottom 40%,Top 20%,Top 50%,Top 10%,5615
5616,Bottom 10%,Bottom 40%,Top 20%,Top 40%,Top 10%,5616
5617,Top 50%,Bottom 5%,Bottom 40%,Bottom 5%,Bottom 40%,5617
5618,Bottom 50%,Bottom 40%,Top 20%,Bottom 50%,Top 20%,5618
5619,Bottom 50%,Bottom 30%,Top 10%,Bottom 20%,Top 10%,5619
5620,Bottom 20%,Bottom 5%,Top 40%,Bottom 10%,Top 40%,5620
5621,Bottom 5%,Bottom 40%,Top 40%,Bottom 30%,Top 40%,5621
5622,Bottom 20%,Top 20%,Bottom 40%,Bottom 5%,Bottom 40%,5622
5623,Top 20%,Bottom 40%,Top 20%,Bottom 30%,Top 20%,5623
5624,Top 20%,Bottom 40%,Top 20%,Bottom 20%,Top 20%,5624
5625,Bottom 30%,Bottom 40%,Top 20%,Bottom 30%,Top 20%,5625
5626,Top 30%,Bottom 40%,Top 5%,Bottom 20%,Top 10%,5626
5627,Bottom 50%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 40%,5627
5628,Bottom 40%,Bottom 5%,Bottom 10%,Bottom 5%,Bottom 20%,5628
5629,Bottom 50%,Top 20%,Top 20%,Bottom 30%,Top 20%,5629
5630,Top 50%,Bottom 5%,Top 40%,Bottom 20%,Top 50%,5630
5631,Bottom 10%,Bottom 40%,Top 5%,Bottom 50%,Top 10%,5631
5632,Bottom 30%,Bottom 5%,Top 40%,Bottom 5%,Top 40%,5632
5633,Top 40%,Top 20%,Top 40%,Bottom 5%,Top 50%,5633
5634,Bottom 5%,Bottom 40%,Top 20%,Bottom 10%,Top 10%,5634
5635,Bottom 50%,Bottom 40%,Top 5%,Bottom 30%,Top 10%,5635
5636,Top 40%,Top 20%,Top 20%,Bottom 50%,Top 10%,5636
5637,Top 20%,Bottom 40%,Top 20%,Bottom 10%,Top 20%,5637
5638,Top 5%,Bottom 40%,Top 40%,Bottom 10%,Top 40%,5638
5639,Top 50%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%,5639
5640,Bottom 10%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%,5640
5641,Top 20%,Top 20%,Top 40%,Bottom 50%,Top 30%,5641
5642,Bottom 20%,Top 20%,Top 20%,Bottom 20%,Top 10%,5642
5643,Bottom 40%,Top 20%,Top 40%,Bottom 10%,Top 30%,5643
5644,Bottom 10%,Bottom 40%,Top 40%,Bottom 30%,Top 30%,5644
5645,Bottom 40%,Bottom 5%,Top 40%,Bottom 5%,Top 40%,5645
5646,Bottom 30%,Bottom 40%,Top 40%,Bottom 30%,Top 40%,5646
5647,Top 40%,Bottom 40%,Top 40%,Bottom 10%,Top 50%,5647
5648,Bottom 10%,Top 20%,Top 20%,Bottom 40%,Top 10%,5648
5649,Bottom 10%,Bottom 40%,Top 20%,Bottom 50%,Top 10%,5649
5650,Bottom 10%,Bottom 40%,Top 5%,Top 40%,Top 5%,5650
5651,Bottom 50%,Top 20%,Top 20%,Bottom 30%,Top 20%,5651
5652,Top 30%,Bottom 40%,Bottom 10%,Bottom 10%,Bottom 20%,5652
5653,Top 30%,Top 20%,Top 20%,Bottom 40%,Top 20%,5653
5654,Top 30%,Bottom 40%,Top 10%,Bottom 30%,Top 5%,5654
5655,Bottom 30%,Top 20%,Top 20%,Bottom 40%,Top 10%,5655
5656,Top 20%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%,5656
5657,Top 5%,Bottom 40%,Top 40%,Bottom 5%,Top 40%,5657
5658,Bottom 30%,Bottom 40%,Top 40%,Bottom 10%,Top 50%,5658
5659,Top 20%,Bottom 40%,Top 20%,Bottom 20%,Top 10%,5659
5660,Bottom 20%,Bottom 40%,Top 40%,Bottom 30%,Top 20%,5660
5661,Top 5%,Bottom 40%,Top 20%,Top 50%,Top 10%,5661
5662,Top 40%,Top 20%,Top 40%,Bottom 5%,Top 40%,5662
5663,Bottom 40%,Top 20%,Top 10%,Bottom 40%,Top 20%,5663
5664,Bottom 30%,Top 20%,Top 40%,Bottom 20%,Top 30%,5664
5665,Top 30%,Top 20%,Top 20%,Bottom 40%,Top 20%,5665
5666,Top 30%,Bottom 40%,Top 20%,Bottom 50%,Top 10%,5666
5667,Top 40%,Bottom 40%,Bottom 50%,Bottom 40%,Bottom 50%,5667
5668,Bottom 10%,Bottom 40%,Top 5%,Bottom 40%,Top 10%,5668
5669,Top 40%,Top 20%,Top 20%,Bottom 50%,Top 20%,5669
5670,Bottom 30%,Bottom 5%,Top 5%,Top 20%,Top 10%,5670
5671,Top 40%,Bottom 5%,Top 20%,Bottom 20%,Top 30%,5671
5672,Bottom 20%,Bottom 40%,Top 40%,Bottom 40%,Top 40%,5672
5673,Top 30%,Top 20%,Top 40%,Bottom 10%,Top 40%,5673
5674,Top 20%,Bottom 40%,Top 20%,Bottom 10%,Top 10%,5674
5675,Bottom 30%,Bottom 5%,Top 40%,Bottom 10%,Top 40%,5675
5676,Bottom 10%,Bottom 40%,Top 5%,Top 40%,Top 5%,5676
5677,Bottom 10%,Bottom 40%,Top 40%,Bottom 10%,Top 40%,5677
5678,Bottom 10%,Bottom 40%,Top 20%,Bottom 40%,Top 10%,5678
5679,Bottom 5%,Bottom 40%,Bottom 20%,Bottom 5%,Bottom 20%,5679
5680,Top 30%,Top 20%,Top 40%,Bottom 30%,Top 40%,5680
5681,Bottom 5%,Top 20%,Top 5%,Bottom 40%,Top 5%,5681
5682,Bottom 20%,Top 10%,Top 10%,Bottom 30%,Top 10%,5682
5683,Bottom 20%,Bottom 40%,Top 5%,Top 40%,Top 10%,5683
5684,Bottom 50%,Bottom 40%,Top 5%,Bottom 30%,Top 10%,5684
5685,Bottom 40%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%,5685
5686,Bottom 10%,Top 20%,Top 20%,Bottom 40%,Top 10%,5686
5687,Bottom 30%,Bottom 40%,Top 20%,Bottom 10%,Top 10%,5687
5688,Top 20%,Bottom 40%,Top 20%,Bottom 20%,Top 20%,5688
5689,Top 20%,Bottom 40%,Bottom 20%,Bottom 5%,Bottom 20%,5689
5690,Bottom 10%,Bottom 40%,Top 20%,Top 40%,Top 20%,5690
5691,Top 20%,Bottom 40%,Top 20%,Bottom 50%,Top 10%,5691
5692,Top 40%,Bottom 30%,Top 40%,Bottom 10%,Top 30%,5692
5693,Top 20%,Top 20%,Top 20%,Bottom 40%,Top 20%,5693
5694,Bottom 40%,Top 20%,Top 20%,Bottom 30%,Top 20%,5694
5695,Top 20%,Top 20%,Top 5%,Top 30%,Top 10%,5695
5696,Bottom 20%,Bottom 40%,Top 20%,Top 40%,Top 20%,5696
5697,Bottom 30%,Bottom 40%,Top 20%,Bottom 5%,Top 30%,5697
5698,Top 40%,Bottom 40%,Top 40%,Top 50%,Top 40%,5698
5699,Bottom 10%,Bottom 40%,Top 40%,Bottom 40%,Top 30%,5699
5700,Top 40%,Bottom 40%,Top 40%,Bottom 30%,Top 30%,5700
5701,Bottom 20%,Bottom 40%,Top 40%,Bottom 10%,Top 30%,5701
5702,Top 30%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%,5702
5703,Bottom 20%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%,5703
5704,Bottom 50%,Bottom 40%,Top 20%,Bottom 30%,Top 30%,5704
5705,Top 20%,Bottom 40%,Top 40%,Bottom 40%,Top 30%,5705
5706,Top 5%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 40%,5706
5707,Bottom 20%,Top 20%,Top 20%,Bottom 20%,Top 10%,5707
5708,Bottom 10%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%,5708
5709,Top 10%,Top 10%,Top 20%,Bottom 20%,Top 20%,5709
5710,Bottom 30%,Top 20%,Top 20%,Bottom 30%,Top 20%,5710
5711,Top 20%,Bottom 40%,Top 5%,Top 50%,Top 5%,5711
5712,Top 20%,Bottom 40%,Top 5%,Top 20%,Top 5%,5712
5713,Top 30%,Bottom 40%,Top 40%,Bottom 5%,Top 50%,5713
5714,Top 10%,Bottom 40%,Top 20%,Top 40%,Top 10%,5714
5715,Top 30%,Bottom 40%,Top 10%,Bottom 50%,Top 5%,5715
5716,Top 30%,Bottom 40%,Top 40%,Bottom 10%,Top 40%,5716
5717,Bottom 40%,Bottom 40%,Top 40%,Bottom 10%,Top 50%,5717
5718,Top 5%,Bottom 5%,Top 20%,Bottom 50%,Top 10%,5718
5719,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,Top 10%,5719
5720,Bottom 20%,Bottom 40%,Top 40%,Bottom 20%,Top 30%,5720
5721,Top 30%,Top 20%,Top 40%,Bottom 40%,Top 40%,5721
5722,Bottom 20%,Bottom 5%,Top 40%,Bottom 40%,Top 40%,5722
5723,Bottom 5%,Bottom 40%,Top 5%,Top 5%,Top 5%,5723
5724,Bottom 10%,Top 20%,Top 40%,Bottom 5%,Top 40%,5724
5725,Top 50%,Top 20%,Top 20%,Bottom 40%,Top 10%,5725
5726,Bottom 30%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%,5726
5727,Top 10%,Top 20%,Top 40%,Bottom 5%,Top 40%,5727
5728,Bottom 20%,Bottom 40%,Top 20%,Bottom 40%,Top 10%,5728
5729,Top 50%,Top 20%,Top 40%,Bottom 5%,Top 40%,5729
5730,Bottom 50%,Bottom 40%,Top 10%,Bottom 20%,Top 10%,5730
5731,Top 30%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%,5731
5732,Top 50%,Bottom 40%,Bottom 10%,Bottom 5%,Bottom 20%,5732
5733,Bottom 40%,Top 10%,Top 40%,Bottom 20%,Top 30%,5733
5734,Bottom 30%,Top 10%,Top 40%,Bottom 40%,Top 40%,5734
5735,Top 30%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%,5735
5736,Top 30%,Top 20%,Bottom 40%,Bottom 20%,Bottom 40%,5736
5737,Bottom 20%,Bottom 40%,Top 5%,Top 30%,Top 5%,5737
5738,Bottom 5%,Bottom 5%,Top 10%,Bottom 40%,Top 10%,5738
5739,Bottom 20%,Top 10%,Top 5%,Top 40%,Top 5%,5739
5740,Top 30%,Bottom 40%,Top 10%,Top 20%,Top 5%,5740
5741,Top 5%,Top 20%,Top 5%,Top 30%,Top 5%,5741
5742,Bottom 20%,Top 5%,Top 40%,Bottom 10%,Top 40%,5742
5743,Bottom 5%,Top 20%,Top 20%,Bottom 40%,Top 20%,5743
5744,Bottom 40%,Bottom 40%,Top 40%,Bottom 30%,Top 30%,5744
5745,Bottom 30%,Top 20%,Top 40%,Bottom 30%,Top 50%,5745
5746,Bottom 5%,Top 10%,Top 20%,Bottom 40%,Top 10%,5746
5747,Bottom 40%,Top 20%,Top 40%,Bottom 20%,Top 40%,5747
5748,Bottom 20%,Top 20%,Top 40%,Bottom 50%,Top 30%,5748
5749,Bottom 50%,Top 20%,Bottom 40%,Bottom 5%,Bottom 50%,5749
5750,Top 50%,Bottom 40%,Top 40%,Bottom 30%,Top 30%,5750
5751,Top 30%,Bottom 40%,Top 20%,Bottom 40%,Top 10%,5751
5752,Bottom 30%,Top 20%,Top 40%,Bottom 20%,Top 50%,5752
5753,Top 30%,Bottom 30%,Top 10%,Bottom 50%,Top 10%,5753
5754,Bottom 40%,Top 20%,Bottom 20%,Bottom 10%,Bottom 10%,5754
5755,Top 30%,Bottom 40%,Top 40%,Bottom 30%,Top 50%,5755
5756,Bottom 30%,Bottom 40%,Top 5%,Top 30%,Top 5%,5756
5757,Bottom 50%,Top 20%,Top 5%,Bottom 40%,Top 10%,5757
5758,Top 40%,Bottom 40%,Top 20%,Bottom 10%,Top 10%,5758
5759,Top 20%,Bottom 40%,Top 20%,Top 40%,Top 30%,5759
5760,Bottom 5%,Bottom 40%,Top 5%,Top 50%,Top 5%,5760
5761,Bottom 20%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%,5761
5762,Bottom 5%,Bottom 40%,Top 40%,Bottom 10%,Top 30%,5762
5763,Bottom 20%,Bottom 40%,Top 20%,Bottom 30%,Top 20%,5763
5764,Bottom 5%,Bottom 40%,Top 5%,Top 50%,Top 5%,5764
5765,Bottom 5%,Bottom 5%,Top 20%,Bottom 20%,Top 20%,5765
5766,Top 40%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 30%,5766
5767,Bottom 30%,Bottom 40%,Top 40%,Bottom 40%,Top 30%,5767
5768,Top 20%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 30%,5768
5769,Bottom 20%,Top 20%,Top 20%,Top 50%,Top 10%,5769
5770,Top 10%,Top 20%,Top 20%,Bottom 40%,Top 10%,5770
5771,Bottom 40%,Bottom 40%,Top 5%,Top 30%,Top 5%,5771
5772,Bottom 50%,Bottom 5%,Top 5%,Bottom 40%,Top 10%,5772
5773,Bottom 10%,Top 20%,Top 40%,Bottom 10%,Top 40%,5773
5774,Top 10%,Bottom 40%,Top 20%,Bottom 20%,Top 30%,5774
5775,Top 30%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 30%,5775
5776,Top 20%,Top 20%,Top 5%,Top 40%,Top 5%,5776
5777,Bottom 20%,Bottom 40%,Top 5%,Top 50%,Top 5%,5777
5778,Top 50%,Top 20%,Top 5%,Bottom 20%,Top 10%,5778
5779,Bottom 40%,Bottom 40%,Top 40%,Bottom 10%,Top 50%,5779
5780,Top 50%,Bottom 40%,Top 40%,Bottom 30%,Top 40%,5780
5781,Top 10%,Top 20%,Top 5%,Bottom 40%,Top 5%,5781
5782,Bottom 30%,Top 10%,Top 40%,Bottom 10%,Top 40%,5782
5783,Top 30%,Top 20%,Top 40%,Bottom 30%,Top 40%,5783
5784,Top 20%,Bottom 40%,Top 20%,Bottom 10%,Top 10%,5784
5785,Top 40%,Top 20%,Top 40%,Bottom 10%,Top 50%,5785
5786,Bottom 10%,Bottom 40%,Top 40%,Bottom 5%,Top 30%,5786
5787,Bottom 40%,Bottom 40%,Top 40%,Bottom 20%,Top 40%,5787
5788,Top 40%,Bottom 40%,Top 40%,Bottom 20%,Top 40%,5788
5789,Top 30%,Top 20%,Bottom 40%,Bottom 10%,Bottom 30%,5789
5790,Top 40%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%,5790
5791,Bottom 20%,Bottom 5%,Top 20%,Top 40%,Top 10%,5791
5792,Top 40%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%,5792
5793,Bottom 50%,Top 20%,Top 20%,Bottom 30%,Top 20%,5793
5794,Bottom 30%,Bottom 40%,Top 5%,Bottom 30%,Top 10%,5794
5795,Top 20%,Top 20%,Top 5%,Top 40%,Top 10%,5795
5796,Bottom 40%,Top 20%,Top 20%,Bottom 30%,Top 10%,5796
5797,Bottom 30%,Top 20%,Top 40%,Bottom 10%,Top 40%,5797
5798,Top 20%,Bottom 40%,Top 20%,Top 50%,Top 10%,5798
5799,Top 20%,Top 20%,Top 40%,Bottom 30%,Top 40%,5799
5800,Top 20%,Bottom 40%,Top 40%,Bottom 30%,Top 30%,5800
5801,Top 40%,Top 20%,Top 20%,Bottom 10%,Top 20%,5801
5802,Bottom 10%,Bottom 40%,Top 10%,Bottom 30%,Top 5%,5802
5803,Top 40%,Bottom 40%,Top 40%,Bottom 30%,Top 50%,5803
5804,Top 10%,Bottom 40%,Top 40%,Bottom 20%,Top 40%,5804
5805,Bottom 10%,Bottom 40%,Top 40%,Bottom 10%,Top 30%,5805
5806,Top 20%,Top 20%,Top 20%,Bottom 20%,Top 30%,5806
5807,Top 20%,Bottom 40%,Top 5%,Top 20%,Top 5%,5807
5808,Bottom 10%,Top 20%,Top 20%,Bottom 40%,Top 10%,5808
5809,Bottom 20%,Top 20%,Top 20%,Bottom 30%,Top 10%,5809
5810,Bottom 40%,Bottom 40%,Top 20%,Bottom 30%,Top 20%,5810
5811,Bottom 5%,Top 20%,Top 20%,Top 40%,Top 10%,5811
5812,Top 30%,Bottom 40%,Bottom 40%,Bottom 10%,Bottom 50%,5812
5813,Bottom 10%,Bottom 40%,Top 40%,Bottom 20%,Top 50%,5813
5814,Top 40%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 30%,5814
5815,Bottom 40%,Top 20%,Top 5%,Bottom 30%,Top 10%,5815
5816,Top 5%,Bottom 40%,Bottom 20%,Bottom 5%,Bottom 10%,5816
5817,Bottom 10%,Bottom 5%,Top 40%,Bottom 30%,Top 40%,5817
5818,Bottom 10%,Top 20%,Top 20%,Bottom 30%,Top 10%,5818
5819,Bottom 40%,Top 20%,Top 40%,Top 40%,Top 40%,5819
5820,Top 50%,Bottom 40%,Top 5%,Top 30%,Top 5%,5820
5821,Top 40%,Bottom 40%,Bottom 40%,Bottom 5%,Bottom 40%,5821
5822,Top 40%,Bottom 40%,Top 20%,Top 50%,Top 20%,5822
5823,Bottom 30%,Bottom 40%,Top 40%,Bottom 20%,Top 30%,5823
5824,Top 10%,Bottom 40%,Top 5%,Bottom 50%,Top 5%,5824
5825,Top 40%,Bottom 40%,Top 40%,Bottom 20%,Top 40%,5825
5826,Bottom 10%,Bottom 40%,Top 20%,Bottom 40%,Top 20%,5826
5827,Bottom 30%,Bottom 40%,Bottom 20%,Bottom 5%,Bottom 20%,5827
5828,Top 50%,Bottom 40%,Top 40%,Bottom 30%,Top 30%,5828
5829,Top 40%,Bottom 40%,Top 20%,Top 50%,Top 10%,5829
5830,Bottom 10%,Bottom 30%,Top 30%,Top 40%,Top 30%,5830
5831,Bottom 20%,Bottom 40%,Top 5%,Top 30%,Top 5%,5831
5832,Top 30%,Top 20%,Top 20%,Bottom 10%,Top 20%,5832
5833,Top 20%,Bottom 40%,Top 20%,Bottom 40%,Top 10%,5833
5834,Bottom 20%,Top 10%,Top 40%,Bottom 30%,Bottom 50%,5834
5835,Top 50%,Bottom 40%,Top 20%,Bottom 30%,Top 20%,5835
5836,Top 10%,Bottom 40%,Top 40%,Bottom 5%,Top 40%,5836
5837,Top 30%,Bottom 40%,Top 5%,Top 40%,Top 5%,5837
5838,Bottom 5%,Bottom 40%,Top 5%,Bottom 40%,Top 5%,5838
5839,Bottom 20%,Bottom 40%,Top 20%,Bottom 50%,Top 10%,5839
5840,Bottom 5%,Top 20%,Top 20%,Bottom 30%,Top 20%,5840
5841,Top 10%,Top 20%,Top 20%,Bottom 40%,Top 20%,5841
5842,Bottom 50%,Bottom 40%,Bottom 40%,Bottom 20%,Bottom 50%,5842
5843,Bottom 20%,Bottom 40%,Top 20%,Bottom 40%,Top 20%,5843
5844,Top 50%,Bottom 40%,Top 40%,Bottom 30%,Top 40%,5844
5845,Top 10%,Top 20%,Top 40%,Bottom 30%,Top 30%,5845
5846,Bottom 40%,Bottom 40%,Top 5%,Top 10%,Top 5%,5846
